"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","ID"
"9609","X-Men: Next Dimension","GC","2002","Fighting","Activision",0.1,0.03,0,0,0.13,63,17,"8.2",11,"Exakt","T",5055
"9610","Dynasty Warriors 5 Empires","X360","2006","Action","Tecmo Koei",0.11,0.01,0,0.01,0.13,61,40,"8.2",19,"Omega Force","T",5056
"9617","Burnout","XB","2002","Racing","Acclaim Entertainment",0.09,0.03,0,0,0.13,75,13,"6.6",12,"Criterion Games","E",5057
"9618","Baroque","PS2","2007","Role-Playing","Rising Star Games",0.05,0.04,0.02,0.01,0.13,60,6,"8.8",44,"Sting","T",5058
"9620","Jurassic: The Hunted","X360","2009","Shooter","Activision",0.12,0,0,0.01,0.13,60,4,"7.2",21,"Activision","T",5059
"9624","Hour of Victory","X360","2007","Shooter","Midway Games",0.1,0.01,0,0.01,0.13,37,33,"3",40,"Nfusion","T",5060
"9625","Indianapolis 500 Legends","Wii","2007","Racing","Destineer",0.12,0,0,0.01,0.13,47,10,"6.7",7,"Torus Games","E",5061
"9628","Crash Tag Team Racing","XB","2005","Racing","Vivendi Games",0.09,0.03,0,0,0.13,69,17,"7.8",11,"Radical Entertainment","E10+",5062
"9629","Freedom Fighters","GC","2003","Shooter","Electronic Arts",0.1,0.03,0,0,0.13,83,15,"7.8",12,"Io Interactive","T",5063
"9632","Mega Man X Collection","GC","2006","Misc","Capcom",0.1,0.03,0,0,0.13,75,23,"9.2",12,"Capcom","E",5064
"9636","Quantum Redshift","XB","2002","Racing","Microsoft Game Studios",0.09,0.03,0,0,0.13,70,21,"8.1",15,"Curly Monsters","T",5065
"9638","Smash Court Tennis Pro Tournament 2","PS2","2004","Sports","Sony Computer Entertainment",0.06,0.05,0,0.02,0.13,74,41,"9.1",12,"Namco","E",5066
"9639","Brothers in Arms: Double Time","Wii","2008","Shooter","Ubisoft",0.11,0,0,0.01,0.13,45,13,"6.6",17,"Gearbox Software","M",5067
"9642","Armed and Dangerous","XB","2003","Shooter","LucasArts",0.09,0.03,0,0,0.13,79,41,"7.2",15,"Planet Moon Studios","T",5068
"9644","Project CARS","PC","2015","Racing","Slightly Mad Studios",0,0.12,0,0.01,0.13,83,48,"7.1",418,"Slightly Mad Studios","E",5069
"9645","Teenage Mutant Ninja Turtles: Arcade Attack","DS","2009","Action","Ubisoft",0.12,0,0,0.01,0.13,36,8,"4.8",4,"Ubisoft","E10+",5070
"9658","Just Cause 2","PC","2010","Action","Square Enix",0,0.1,0,0.02,0.12,84,33,"7.7",838,"Avalanche Studios","M",5071
"9659","Crush3D","3DS","2012","Platform","Sega",0.07,0.04,0,0.01,0.12,71,32,"7.4",16,"Zoe Mode","E10+",5072
"9662","NeverDead","PS3","2012","Shooter","Konami Digital Entertainment",0.06,0.04,0.01,0.02,0.12,50,32,"4.7",47,"Rebellion","M",5073
"9665","Mega Man X: Command Mission","GC","2004","Role-Playing","Capcom",0.1,0.02,0,0,0.12,67,21,"7.3",12,"Capcom","E",5074
"9669","Need for Speed: ProStreet","DS","2007","Racing","Electronic Arts",0.11,0.01,0,0.01,0.12,74,8,"7.4",10,"Exient Entertainment","E",5075
"9670","DiRT Rally","XOne","2016","Racing","Codemasters",0.04,0.08,0,0.01,0.12,86,17,"8",60,"Codemasters","E",5076
"9671","NHL 2K7","PS3","2006","Sports","Take-Two Interactive",0.11,0,0,0.01,0.12,79,24,"6.6",5,"Kush Games","E10+",5077
"9673","Worms 3D","PS2","2003","Strategy","Sega",0.06,0.05,0,0.02,0.12,70,31,"7.8",22,"Team 17","T",5078
"9674","Gladiator Begins","PSP","2010","Action","PQube",0.05,0.01,0.05,0.01,0.12,59,9,"8",14,"Acquire","M",5079
"9676","Sleeping Dogs","PC","2012","Action","Square Enix ",0.06,0.05,0,0.01,0.12,81,23,"8.2",1209,"United Front Games","M",5080
"9679","Impossible Mission","DS","2007","Platform","System 3 Arcade Software",0.11,0,0,0.01,0.12,61,8,"4.8",6,"System 3","E",5081
"9681","Strikers 1945","PS","1998","Shooter","Midas Interactive Entertainment",0.07,0.05,0,0.01,0.12,63,5,"8.2",6,"Psikyo","E",5082
"9685","Pryzm Chapter One: The Dark Unicorn","PS2","2002","Adventure","TDK Mediactive",0.06,0.05,0,0.02,0.12,59,8,"5.2",6,"Digital Illusions","T",5083
"9688","Eat Lead: The Return of Matt Hazard","X360","2009","Shooter","D3Publisher",0.1,0.01,0,0.01,0.12,53,53,"7",27,"Vicious Cycle","T",5084
"9694","Guilty Gear X","PS2","2001","Fighting","Sammy Corporation",0.06,0.05,0,0.02,0.12,79,15,"7.8",16,"Arc System Works","T",5085
"9695","Obscure: The Aftermath","Wii","2008","Action","Playlogic Game Factory",0.11,0,0,0.01,0.12,53,19,"8.1",14,"Hydravision","M",5086
"9701","Disney's PK: Out of the Shadows","PS2","2002","Platform","Ubisoft",0.06,0.05,0,0.02,0.12,49,14,"5",4,"Ubisoft","E",5087
"9705","Record of Agarest War Zero","PS3","N/A","Strategy","Ghostlight",0.09,0,0.03,0.01,0.12,50,8,"6.7",37,"Compile Heart","T",5088
"9708","Rocksmith","PC","N/A","Misc","Unknown",0.06,0.04,0,0.01,0.12,78,5,"8.1",57,"Ubisoft","T",5089
"9711","Conception II: Children of the Seven Stars","3DS","2013","Role-Playing","Screenlife",0.09,0,0.03,0.01,0.12,62,11,"7.7",44,"Spike","M",5090
"9717","Puzzle Quest: Challenge of the Warlords","PS2","2007","Puzzle","D3Publisher",0.06,0.05,0,0.02,0.12,78,11,"7",6,"Infinite Interactive","E10+",5091
"9718","Chessmaster: The Art of Learning","PSP","2008","Misc","Ubisoft",0.11,0,0,0.01,0.12,64,4,"8.4",18,"Ubisoft","E",5092
"9722","Makai Kingdom: Chronicles of the Sacred Tome","PS2","2005","Role-Playing","Tecmo Koei",0.06,0.05,0,0.02,0.12,77,41,"7.3",12,"Nippon Ichi Software","T",5093
"9723","Lemony Snicket's A Series of Unfortunate Events","XB","2004","Platform","Activision",0.09,0.03,0,0,0.12,70,17,"7.2",5,"Activision","E",5094
"9725","Neopets Petpet Adventures: The Wand of Wishing","PSP","2006","Adventure","Sony Computer Entertainment",0.11,0,0,0.01,0.12,66,21,"7.7",6,"SCEA","E",5095
"9728","Bomberman Party Edition","PS","1998","Puzzle","Virgin Interactive",0.07,0.05,0,0.01,0.12,79,6,"8.3",6,"Metro","E",5096
"9729","Ice Age: Dawn of the Dinosaurs","X360","2009","Action","Activision",0.09,0.02,0,0.01,0.12,68,28,"7.5",6,"Activision","E10+",5097
"9731","Star Trek: Conquest","Wii","2007","Strategy","Bethesda Softworks",0.11,0.01,0,0.01,0.12,49,18,"4.9",11,"4J Studios","E",5098
"9733","Major League Baseball 2K8 Fantasy All-Stars","DS","2008","Sports","Take-Two Interactive",0.11,0,0,0.01,0.12,59,8,"7",6,"Deep Fried Entertainment","E",5099
"9737","Madden NFL 06","DS","2005","Sports","Electronic Arts",0.11,0,0,0.01,0.12,66,9,"6.3",12,"Exient Entertainment","E",5100
"9743","Red Faction II","XB","2003","Shooter","THQ",0.09,0.03,0,0,0.12,74,20,"5.8",11,"Outrage Games","M",5101
"9747","Voodoo Vince","XB","2003","Platform","Microsoft Game Studios",0.09,0.03,0,0,0.12,73,38,"8.4",22,"Beep Industries","T",5102
"9750","Everybody Dance","PS3","2011","Misc","Sony Computer Entertainment",0.11,0,0,0.01,0.12,66,5,"6.8",8,"SCEE","T",5103
"9752","Blackwater","X360","2011","Shooter","505 Games",0.09,0.02,0,0.01,0.12,37,12,"4.5",14,"Zombie Studios","T",5104
"9753","Tom Clancy's Ghost Recon","Wii","2010","Shooter","Ubisoft",0.1,0.01,0,0.01,0.12,46,21,"6.8",8,"Next Level Games","T",5105
"9757","Chase: Hollywood Stunt Driver","XB","2002","Racing","BAM! Entertainment",0.09,0.03,0,0,0.12,60,14,"7.4",5,"I-Imagine","T",5106
"9759","Thor: God of Thunder","DS","2011","Action","Sega",0.08,0.03,0,0.01,0.12,64,18,"7.2",9,"WayForward","E10+",5107
"9760","The X Files: Resist or Serve","PS2","2004","Adventure","Vivendi Games",0.06,0.05,0,0.02,0.12,67,31,"8.4",8,"Black Ops Entertainment","M",5108
"9761","Touch My Katamari ","PSV","2011","Puzzle","Namco Bandai Games",0.07,0.03,0,0.02,0.12,69,41,"7.4",51,"Bandai Namco Games","E10+",5109
"9762","PixelJunk Monsters Deluxe","PSP","2010","Strategy","Sony Computer Entertainment",0.11,0,0,0.01,0.12,86,27,"7.9",32,"Q-Games","E",5110
"9766","Curious George","PS2","2006","Action","Namco Bandai Games",0.06,0.05,0,0.02,0.12,53,13,"7.7",6,"Monkey Bar Games","E",5111
"9767","Killer is Dead","X360","2013","Action","Deep Silver",0.08,0.02,0.01,0.01,0.12,64,38,"7.2",144,"Grasshopper Manufacture","M",5112
"9768","Don Bradman Cricket 14","PS4","2015","Sports","Tru Blu Entertainment",0.01,0.09,0,0.02,0.12,76,4,"7.4",19,"Big Ant Studios","E",5113
"9769","Megamind: Ultimate Showdown","X360","2010","Action","THQ",0.07,0.04,0,0.01,0.12,33,7,"4.3",6,"THQ Australia","E10+",5114
"9770","Zathura","PS2","2005","Adventure","Take-Two Interactive",0.06,0.05,0,0.02,0.12,43,16,"2",5,"High Voltage Software","E10+",5115
"9772","Atelier Sophie: The Alchemist of the Mysterious Book","PS4","2015","Role-Playing","Tecmo Koei",0.03,0.02,0.06,0.01,0.12,75,32,"8.1",47,"Gust","",5116
"9773","Mytran Wars","PSP","2009","Strategy","Deep Silver",0.08,0.02,0,0.02,0.12,68,16,"8.8",4,"Stormregion","T",5117
"9775","NCIS","PS3","2011","Adventure","Ubisoft",0.07,0.04,0,0.02,0.12,50,4,"4",4,"Ubisoft","T",5118
"9776","Undead Knights","PSP","2009","Action","Ubisoft Annecy",0.05,0,0.06,0.01,0.12,63,27,"8",13,"Now Production","M",5119
"9777","Ninja Reflex","Wii","2008","Action","Electronic Arts",0.11,0,0,0.01,0.12,49,26,"6",11,"Sanzaru Games","E10+",5120
"9778","Cel Damage","XB","2001","Racing","Electronic Arts",0.09,0.03,0,0,0.12,65,24,"8.4",7,"Pseudo Interactive","T",5121
"9783","Supremacy MMA","PS3","2011","Fighting","505 Games",0.07,0.03,0,0.02,0.12,47,17,"6.5",4,"Kung Fu Factory","M",5122
"9786","Lunar: Dragon Song","DS","2005","Role-Playing","Rising Star Games",0.11,0,0,0.01,0.12,59,30,"6.2",17,"Game Arts, Japan Art Media (JAM)","E10+",5123
"9787","Breakdown","XB","2004","Adventure","Electronic Arts",0.09,0.03,0,0,0.12,71,62,"8.2",17,"Namco","M",5124
"9791","Venetica","PS3","2010","Role-Playing","DTP Entertainment",0.07,0.03,0,0.01,0.12,47,14,"6.5",6,"Deck 13","T",5125
"9792","Looney Tunes: Sheep Raider","PS","2001","Platform","Infogrames",0.07,0.05,0,0.01,0.12,72,12,"8.8",25,"Infogrames","E",5126
"9794","Geometry Wars: Galaxies","Wii","2007","Shooter","Vivendi Games",0.11,0,0,0.01,0.12,80,55,"8.2",26,"Kuju Entertainment","E",5127
"9795","Robinson: The Journey","PS4","2016","Action","Crytek",0.06,0.03,0,0.02,0.12,65,40,"6.9",62,"Crytek","",5128
"9796","Conduit 2","Wii","2011","Shooter","Sega",0.07,0.04,0,0.01,0.12,64,51,"7.6",60,"High Voltage Software","T",5129
"9800","Rise of the Tomb Raider","PC","2016","Adventure","Square Enix",0,0.11,0,0.01,0.12,86,45,"7.9",915,"Crystal Dynamics, Nixxes Software","M",5130
"9802","X2: Wolverine's Revenge","GC","2003","Platform","Activision",0.09,0.02,0,0,0.12,62,21,"6.6",8,"GenePool","T",5131
"9804","Hatsune Miku: Project Diva X","PSV","2016","Misc","Sega",0.01,0,0.1,0,0.12,83,5,"8",22,"Sega","T",5132
"9811","Godzilla Unleashed: Double Smash","DS","2007","Action","Atari",0.11,0,0,0.01,0.12,28,18,"4.9",8,"Santa Cruz Games","E",5133
"9816","Dishonored 2","PC","2016","Action","Bethesda Softworks",0.04,0.07,0,0.01,0.12,86,37,"6",383,"Arkane Studios","M",5134
"9819","Street Hoops","GC","N/A","Sports","Unknown",0.09,0.02,0,0,0.12,56,9,"7.3",7,"Black Ops Entertainment","T",5135
"9826","NPPL: Championship Paintball 2009","X360","2008","Shooter","Activision Value",0.1,0.01,0,0.01,0.12,44,9,"7.3",9,"FUN Labs","E10+",5136
"9828","Atelier Annie: Alchemists of Sera Island","DS","2009","Role-Playing","Gust",0.08,0,0.03,0.01,0.12,70,11,"6.7",15,"Gust","E10+",5137
"9829","WRC: FIA World Rally Championship","X360","N/A","Racing","Black Bean Games",0,0.1,0,0.02,0.12,66,24,"6",4,"Milestone S.r.l","E10+",5138
"9831","WWE SmackDown vs Raw 2008","DS","2007","Fighting","THQ",0.11,0,0,0.01,0.12,61,12,"6.6",13,"Amaze Entertainment","T",5139
"9832","Godzilla: Destroy All Monsters Melee","XB","N/A","Fighting","Unknown",0.09,0.03,0,0,0.12,71,20,"6.8",8,"Pipeworks Software, Inc.","T",5140
"9833","College Hoops 2K6","X360","2006","Sports","Take-Two Interactive",0.11,0,0,0.01,0.12,70,17,"7.3",11,"2K Sports","E",5141
"9843","Fat Princess: Fistful of Cake","PSP","2010","Action","Sony Computer Entertainment",0.08,0.02,0,0.02,0.12,74,33,"8.7",25,"SuperVillain Studios","T",5142
"9846","Sonic Adventure 2","DC","2001","Platform","Sega",0,0,0.12,0,0.12,89,18,"8.6",236,"Sonic Team","E",5143
"9854","Tony Hawk's Pro Skater 5","XOne","2015","Sports","Activision",0.09,0.02,0,0.01,0.12,39,18,"2.1",132,"Robomodo","T",5144
"9855","Gladiator: Sword of Vengeance","PS2","2003","Action","Acclaim Entertainment",0.06,0.05,0,0.02,0.12,65,19,"5.8",8,"Acclaim Studios Manchester","M",5145
"9856","Rodea the Sky Soldier","WiiU","2015","Action","Nippon Ichi Software",0.08,0.02,0.01,0.01,0.12,45,31,"6.5",81,"Prope, Kadokawa","E10+",5146
"9860","Pinball Hall of Fame: The Williams Collection","X360","2009","Misc","Crave Entertainment",0.11,0,0,0.01,0.12,83,18,"8.3",16,"Farsight Studios","E10+",5147
"9864","Academy of Champions: Soccer","Wii","2009","Sports","Ubisoft",0.09,0.02,0,0.01,0.12,64,20,"6.8",14,"Ubisoft Vancouver","E",5148
"9865","Overlord: Raising Hell","PS3","2008","Action","Codemasters",0.07,0.03,0,0.02,0.12,72,35,"7.7",27,"4J Studios","T",5149
"9867","Power Gig: Rise of the SixString","X360","2010","Misc","Unknown",0.11,0,0,0.01,0.12,36,20,"2.1",17,"Seven45 Studios","T",5150
"9873","NFL Head Coach","XB","2006","Sports","Electronic Arts",0.09,0.03,0,0,0.12,69,26,"7.1",9,"EA Tiburon","E",5151
"9882","Onimusha: Blade Warriors","PS2","2003","Fighting","Capcom",0.06,0.05,0,0.02,0.12,65,33,"6.9",7,"Capcom","T",5152
"9884","Disney's Extreme Skate Adventure","GC","2003","Sports","Activision",0.09,0.02,0,0,0.12,76,18,"7.6",5,"Toys for Bob","E",5153
"9886","NBA 2K2","GC","2002","Sports","Sega",0.09,0.02,0,0,0.12,90,13,"8",4,"Visual Concepts","E",5154
"9888","Psychonauts","XB","2005","Platform","THQ",0.09,0.03,0,0,0.12,88,54,"9",71,"Double Fine Productions","T",5155
"9890","Jeremy McGrath Supercross World","GC","2002","Racing","Acclaim Entertainment",0.09,0.02,0,0,0.12,36,14,"5.6",5,"Acclaim","E",5156
"9893","Airborne Troops: Countdown to D-Day","PS2","2005","Shooter","Playlogic Game Factory",0.06,0.05,0,0.02,0.12,39,4,"8.1",9,"WideScreen Games","T",5157
"9897","The Sky Crawlers: Innocent Aces","Wii","2008","Simulation","Namco Bandai Games",0.08,0.02,0.01,0.01,0.12,74,42,"7.9",13,"Access Games","T",5158
"9899","nail'd","PS3","2010","Racing","Deep Silver",0.08,0.02,0,0.02,0.12,66,36,"6.2",13,"Techland","E10+",5159
"9901","Lost Magic","DS","2006","Role-Playing","Ubisoft",0.09,0,0.02,0.01,0.12,68,44,"8.2",32,"Taito Corporation","E",5160
"9904","Marvel Avengers: Battle for Earth","WiiU","2012","Action","Ubisoft",0.06,0.04,0,0.01,0.12,50,10,"5",25,"Ubisoft Quebec","T",5161
"9907","Alice: Madness Returns","PC","2011","Adventure","Electronic Arts",0,0.1,0,0.02,0.12,75,29,"8.4",559,"Spicy Horse","M",5162
"9912","Raiden IV","X360","2008","Shooter","Moss",0.1,0,0.01,0.01,0.12,63,4,"7.8",10,"Moss","E10+",5163
"9914","Tom Clancy's Splinter Cell: Blacklist","WiiU","2013","Action","Ubisoft",0.04,0.07,0,0.01,0.12,75,5,"7.8",148,"Ubisoft Toronto","M",5164
"9919","Phantasy Star Universe","X360","2006","Role-Playing","Sega",0.09,0.01,0,0.01,0.12,64,34,"7.4",42,"Sonic Team","T",5165
"9920","Peggle: Dual Shot","DS","2009","Puzzle","PopCap Games",0.11,0,0,0.01,0.12,84,17,"8.2",21,"Q Entertainment","E",5166
"9922","Spider-Man: Edge of Time","3DS","2011","Action","Activision",0.08,0.03,0,0.01,0.12,50,7,"6.4",12,"Beenox","T",5167
"9923","Cruis'n","Wii","2007","Racing","Midway Games",0.1,0.01,0,0.01,0.12,25,7,"3.7",18,"Midway Studios - San Diego","E",5168
"9924","Samurai Warriors 4-II","PS4","2015","Action","Tecmo Koei",0.03,0.02,0.06,0.01,0.12,73,26,"7.3",24,"Omega Force","T",5169
"9926","Castlevania: Curse of Darkness","XB","2005","Action","Konami Digital Entertainment",0.09,0.03,0,0,0.12,74,26,"7",13,"Konami","M",5170
"9929","Lost Planet 3","X360","2013","Shooter","Capcom",0.07,0.03,0.01,0.01,0.12,58,43,"5.8",142,"Spark Unlimited","T",5171
"9930","Battles of Prince of Persia","DS","2005","Strategy","Ubisoft",0.1,0.01,0,0.01,0.12,64,16,"7.7",14,"Ubisoft Montreal","E10+",5172
"9935","Turok: Evolution","GBA","2002","Shooter","Acclaim Entertainment",0.08,0.03,0,0,0.12,72,8,"7",5,"RFX Interactive","T",5173
"9937","Marvel Trading Card Game","DS","2007","Misc","Konami Digital Entertainment",0.11,0,0,0.01,0.12,61,17,"4.9",7,"1st Playable Productions","T",5174
"9939","Nightshade","PS2","2003","Action","Sega",0.06,0.04,0,0.01,0.12,68,39,"7.7",20,"Wow Entertainment","M",5175
"9941","CSI: Crime Scene Investigation","XB","2004","Adventure","Ubisoft",0.09,0.03,0,0,0.12,45,14,"7.3",4,"369 Interactive","M",5176
"9943","LEGO Batman 2: DC Super Heroes","WiiU","2013","Action","Warner Bros. Interactive Entertainment",0.04,0.06,0,0.01,0.12,77,7,"7.3",31,"TT Games","E10+",5177
"9945","Buffy the Vampire Slayer: Chaos Bleeds","XB","2003","Action","Vivendi Games",0.09,0.03,0,0,0.12,73,26,"8.4",14,"Eurocom Entertainment Software","T",5178
"9946","Onechanbara: Bikini Zombie Slayers","Wii","2008","Action","D3Publisher",0.11,0,0,0.01,0.12,55,24,"8",20,"Tamsoft","M",5179
"9948","Tropico 5","PC","2014","Simulation","Kalypso Media",0.02,0.09,0,0.01,0.12,75,51,"7",351,"Haemimont","T",5180
"9951","Reality Fighters","PSV","2012","Fighting","Sony Computer Entertainment",0.05,0.05,0,0.02,0.12,54,39,"3.8",30,"Novarama","T",5181
"9955","Dragon Ball: Origins","DS","2008","Action","Atari",0.08,0.02,0,0.01,0.12,78,18,"7.5",15,"Game Republic","T",5182
"9957","FIFA 17","PC","2016","Sports","Electronic Arts",0,0.11,0,0.01,0.12,84,12,"4.2",160,"EA Sports, EA Vancouver","E",5183
"9970","Armored Core: Verdict Day","PS3","2013","Simulation","From Software",0,0,0.12,0,0.12,66,18,"7.4",28,"From Software","T",5184
"9975","Lost in Shadow","Wii","2010","Platform","Konami Digital Entertainment",0.09,0,0.01,0.01,0.12,68,38,"8.7",18,"Hudson Soft","E10+",5185
"9985","NHL 2K3","XB","2002","Sports","Sega",0.09,0.02,0,0,0.12,89,17,"7.1",14,"Treyarch","E",5186
"9986","Die Hard: Vendetta","GC","2002","Shooter","NDA Productions",0.09,0.02,0,0,0.12,54,23,"7",10,"Bits Studios","M",5187
"9987","F1 2002","PS2","2002","Racing","Electronic Arts",0.05,0.04,0.02,0.01,0.12,81,11,"6.4",10,"Visual Sciences","E",5188
"9988","Every Extend Extra","PSP","2006","Shooter","Disney Interactive Studios",0.1,0,0,0.01,0.12,74,45,"7.3",9,"Q Entertainment","E",5189
"9989","FIFA Soccer","PSP","2005","Sports","Electronic Arts",0.11,0,0,0.01,0.12,73,23,"7.7",22,"EA Canada","E",5190
"9991","Darkspore","PC","2011","Role-Playing","Electronic Arts",0.07,0.03,0,0.01,0.12,65,52,"6",133,"Maxis","T",5191
"9992","Self-Defense Training Camp","X360","2011","Sports","Ubisoft",0.08,0.03,0,0.01,0.12,21,5,"5",25,"Ubisoft","T",5192
"9993","Sphinx and the Cursed Mummy","XB","2003","Action","THQ",0.09,0.02,0,0,0.12,79,21,"9.1",11,"Eurocom Entertainment Software","T",5193
"9996","GT Advance 2: Rally Racing","GBA","2001","Racing","THQ",0.08,0.03,0,0,0.11,77,12,"6",4,"MTO","E",5194
"9999","Deception IV: Blood Ties","PS3","2014","Action","Tecmo Koei",0.03,0.02,0.06,0.01,0.11,70,19,"8.2",27,"Koei Tecmo Games","M",5195
"10001","Tenchu: Shadow Assassins","PSP","2009","Action","Ubisoft",0.03,0.02,0.05,0.01,0.11,68,18,"7.4",18,"From Software","M",5196
"10003","Cabela's Deer Hunt 2005 Season","XB","2004","Sports","Activision",0.09,0.02,0,0,0.11,59,5,"7.5",6,"Sand Grain Studios","T",5197
"10008","Dead Man's Hand","XB","2004","Shooter","Atari",0.09,0.02,0,0,0.11,62,31,"8.1",9,"Human Head Studios","T",5198
"10009","Smash Cars","PS2","2003","Racing","Metro 3D",0.06,0.04,0,0.01,0.11,67,15,"9",5,"Creat Studios","E",5199
"10010","NASCAR 07","PS2","2006","Racing","Electronic Arts",0.06,0.04,0,0.01,0.11,68,26,"8.9",16,"EA Tiburon","E",5200
"10012","Tecmo Bowl: Kickoff","DS","2008","Sports","Tecmo Koei",0.11,0,0,0.01,0.11,66,21,"7.3",8,"Polygon Magic","E",5201
"10013","Lost Horizon","PC","2010","Adventure","Deep Silver",0,0.1,0,0.02,0.11,77,24,"7.9",27,"Animation Arts","T",5202
"10017","Rugby 15","PS4","2015","Sports","Bigben Interactive",0.04,0.06,0,0.02,0.11,19,5,"3.4",65,"HB Studios Multimedia","E",5203
"10020","Dokapon Kingdom","PS2","2007","Role-Playing","Sting",0.05,0.04,0.02,0.01,0.11,61,8,"6.5",8,"Sting","E10+",5204
"10022","Puzzle Quest 2","DS","2010","Puzzle","D3Publisher",0.1,0,0,0.01,0.11,74,27,"5.8",11,"Infinite Interactive","E10+",5205
"10023","Phantasy Star Collection","GBA","2002","Role-Playing","Atari",0.08,0.03,0,0,0.11,76,20,"8.1",7,"Digital Eclipse","E",5206
"10028","Disney Art Academy","3DS","2016","Action","Nintendo",0.02,0.01,0.08,0,0.11,72,16,"6.8",5,"Headstrong Games","E",5207
"10029","A Witch's Tale","DS","2009","Role-Playing","Nippon Ichi Software",0.08,0,0.03,0.01,0.11,50,17,"6.2",9,"Nippon Ichi Software, Hit Maker","E10+",5208
"10032","Hyperdimension Neptunia U: Action Unleashed","PSV","2014","Action","Idea Factory International",0.03,0.01,0.06,0.01,0.11,71,20,"6.8",44,"Tamsoft","T",5209
"10033","Retro Game Challenge","DS","2007","Action","Namco Bandai Games",0,0,0.11,0,0.11,77,30,"7.3",15,"Indies Zero","E",5210
"10036","Shining Force NEO","PS2","2005","Role-Playing","Sega",0.06,0.04,0,0.01,0.11,69,12,"8.1",20,"Neverland","T",5211
"10040","FIFA Street 2","GC","2006","Sports","Electronic Arts",0.09,0.02,0,0,0.11,63,16,"5.7",7,"EA Canada","E",5212
"10042","Fantastic Four: Rise of the Silver Surfer","X360","2007","Action","Take-Two Interactive",0.1,0.01,0,0.01,0.11,45,30,"5.4",16,"Visual Concepts","T",5213
"10043","Monster Madness: Battle for Suburbia","X360","2007","Shooter","SouthPeak Games",0.1,0,0,0.01,0.11,55,29,"5.2",18,"Artificial Studios, Immersion Software & Graphics","T",5214
"10046","Tom Clancy's EndWar","PSP","2008","Strategy","Ubisoft",0.1,0.01,0,0.01,0.11,68,7,"5.9",8,"Funatics Software, Funatics","T",5215
"10051","NFL Head Coach 09","X360","2008","Sports","Electronic Arts",0.11,0,0,0.01,0.11,67,14,"8.4",28,"EA Tiburon","E",5216
"10052","Star Trek: Conquest","PS2","N/A","Strategy","Bethesda Softworks",0.06,0.04,0,0.01,0.11,54,15,"9.1",10,"4J Studios","E",5217
"10053","Blood Drive","X360","2010","Racing","Activision",0.09,0.01,0,0.01,0.11,40,21,"6.5",10,"Sidhe Interactive","M",5218
"10056","Phantom Dust","XB","2004","Action","Microsoft Game Studios",0.08,0.02,0,0,0.11,81,37,"8.5",35,"Microsoft Game Studios Japan","T",5219
"10061","Growlanser Generations","PS2","2003","Role-Playing","Atlus",0.06,0.04,0,0.01,0.11,81,19,"7.7",19,"Career Soft","T",5220
"10063","Mega Man Battle Chip Challenge","GBA","2003","Misc","Capcom",0.08,0.03,0,0,0.11,54,25,"8.3",8,"Capcom","E",5221
"10064","Fatal Frame: Maiden of Black Water","WiiU","2014","Action","Nintendo",0,0.03,0.08,0,0.11,67,58,"7.6",226,"Koei Tecmo Games","M",5222
"10065","Prince of Persia: Rival Swords","PSP","2007","Action","Ubisoft",0.08,0.02,0,0.01,0.11,74,16,"8.2",19,"Pipeworks Software, Inc.","T",5223
"10069","Cold Winter","PS2","2005","Shooter","Vivendi Games",0.06,0.04,0,0.01,0.11,73,41,"8.2",23,"Swordfish Studios","M",5224
"10070","Ring of Red","PS2","2000","Strategy","Konami Digital Entertainment",0.06,0.04,0,0.01,0.11,82,15,"8.7",11,"Konami","T",5225
"10072","Stubbs the Zombie in Rebel Without a Pulse","XB","2005","Action","THQ",0.08,0.02,0,0,0.11,75,55,"8.1",16,"Wideload Games Inc.","M",5226
"10073","Batman: Dark Tomorrow","XB","2003","Action","Kemco",0.08,0.02,0,0,0.11,25,13,"3.6",18,"HotGen","T",5227
"10075","Ping Pals","DS","2004","Misc","THQ",0.1,0,0,0.01,0.11,28,17,"3.9",26,"WayForward","E",5228
"10076","MLB 13: The Show","PSV","2013","Sports","Sony Computer Entertainment",0.1,0,0,0.02,0.11,75,7,"7.5",21,"SCEA San Diego Studios","E",5229
"10078","18 Wheeler: American Pro Trucker","GC","2002","Racing","Acclaim Entertainment",0.09,0.02,0,0,0.11,52,17,"6.8",8,"Acclaim Studios Cheltenham","E",5230
"10084","Split/Second","PSP","2010","Racing","Disney Interactive Studios",0.08,0.02,0,0.02,0.11,63,16,"6.7",15,"Black Rock Studio","E10+",5231
"10085","Warhammer: Battle March","X360","2008","Strategy","Deep Silver",0.09,0.02,0,0.01,0.11,55,30,"6.7",20,"Black Hole Games","M",5232
"10086","Batman: Rise of Sin Tzu","XB","2003","Action","Ubisoft",0.08,0.02,0,0,0.11,67,17,"7.7",6,"Ubisoft Montreal","T",5233
"10087","The King of Fighters XII","X360","2009","Fighting","Ignition Entertainment",0.09,0,0.01,0.01,0.11,63,57,"4.2",33,"SNK Playmore","T",5234
"10093","Spy vs Spy","XB","2005","Action","Global Star",0.08,0.02,0,0,0.11,53,34,"8",8,"Vicious Cycle","T",5235
