"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","ID"
"10094","Coraline","PS2","2009","Action","D3Publisher",0.06,0.04,0,0.01,0.11,39,5,"2",6,"Papaya Studios","E10+",5236
"10096","Cold Fear","PS2","2005","Action","Ubisoft",0.06,0.04,0,0.01,0.11,68,39,"7.7",27,"Darkworks","M",5237
"10098","Zubo","DS","2008","Misc","Electronic Arts",0.08,0.02,0,0.01,0.11,75,19,"7.6",75,"EA Bright Light","E10+",5238
"10101","NHL Hitz 20-03","XB","2002","Sports","Midway Games",0.08,0.02,0,0,0.11,81,19,"8.5",13,"Black Box","E",5239
"10102","Murakumo: Renegade Mech Pursuit","XB","2002","Shooter","From Software",0.04,0.01,0.06,0,0.11,48,18,"7.5",4,"From Software","T",5240
"10104","Gun Metal","XB","2002","Shooter","Rage Software",0.08,0.02,0,0,0.11,63,17,"7.6",8,"Rage Software","T",5241
"10109","BloodRayne","GC","2002","Shooter","Universal Interactive",0.09,0.02,0,0,0.11,73,17,"8.5",4,"Terminal Reality","M",5242
"10112","ECW Anarchy Rulz","PS","1999","Fighting","Acclaim Entertainment",0.06,0.04,0,0.01,0.11,43,7,"6.3",4,"Acclaim","E",5243
"10113","InuYasha: A Feudal Fairy Tale","PS","2002","Fighting","Namco Bandai Games",0,0,0.1,0.01,0.11,69,5,"9",74,"Dimps Corporation","T",5244
"10114","Where the Wild Things Are","X360","2009","Platform","Warner Bros. Interactive Entertainment",0.1,0,0,0.01,0.11,51,10,"5.4",5,"Griptonite Games","E10+",5245
"10116","TMNT","PSP","2007","Action","Ubisoft",0.1,0,0,0.01,0.11,37,7,"4.1",12,"Ubisoft Montreal","E10+",5246
"10118","Sabrina The Teenage Witch: Potion Commotion","GBA","2002","Action","Ubisoft",0.08,0.03,0,0,0.11,63,5,"2.8",6,"Ubisoft","E",5247
"10127","MLB Power Pros","PS2","2007","Sports","Konami Digital Entertainment",0,0,0.11,0,0.11,80,10,"8.8",11,"Konami","E",5248
"10128","Dementium II","DS","2010","Shooter","SouthPeak Games",0.09,0.01,0,0.01,0.11,75,25,"8.3",31,"Renegade Kid","M",5249
"10130","GoldenEye: Rogue Agent","DS","2005","Shooter","Electronic Arts",0.1,0,0,0.01,0.11,58,25,"7.5",18,"EA Tiburon, n-Space","T",5250
"10132","BlazBlue: Calamity Trigger Portable","PSP","2010","Fighting","PQube",0.07,0.01,0.03,0.01,0.11,82,14,"7.8",18,"Arc System Works","T",5251
"10133","AirForce Delta Strike","PS2","2004","Simulation","Konami Digital Entertainment",0.05,0.04,0,0.01,0.11,66,22,"7",6,"KCE Studios","T",5252
"10136","Pimp My Ride","Wii","2008","Racing","Activision",0.1,0,0,0.01,0.11,26,4,"3.8",8,"Eutechnyx","T",5253
"10138","Capcom vs. SNK 2 EO","GC","2002","Fighting","Capcom",0.09,0.02,0,0,0.11,68,20,"8.9",27,"Capcom","T",5254
"10139","Hot Wheels Velocity X","GC","2002","Racing","THQ",0.09,0.02,0,0,0.11,55,4,"6.4",5,"Beyond Games","E",5255
"10140","Open Season","X360","2006","Platform","Ubisoft",0.1,0,0,0.01,0.11,59,15,"7.3",9,"Ubisoft","E10+",5256
"10142","de Blob 2","DS","2011","Platform","THQ",0.08,0.02,0,0.01,0.11,75,11,"8.2",6,"Halfbrick Studios","E",5257
"10143","Call of Juarez: The Cartel","PC","2011","Shooter","Ubisoft",0.05,0.05,0,0.01,0.11,51,12,"3.3",126,"Ubisoft","M",5258
"10151","Space Chimps","X360","2008","Platform","Brash Entertainment",0.1,0,0,0.01,0.11,57,7,"5.3",12,"Red Tribe","E10+",5259
"10152","FIFA Soccer 06","PSP","2005","Sports","Electronic Arts",0.1,0,0,0.01,0.11,77,17,"7.7",20,"EA Sports","E",5260
"10153","JASF: Jane's Advanced Strike Fighters","PS3","2011","Simulation","Deep Silver",0.07,0.03,0,0.01,0.11,41,7,"3.1",7,"Trickstar Games","T",5261
"10157","Digimon Story: Cyber Sleuth","PS4","2016","Role-Playing","Namco Bandai Games",0,0.1,0,0.02,0.11,75,45,"8.5",289,"Media Vision","T",5262
"10158","Cloudy With a Chance of Meatballs","Wii","2009","Platform","Ubisoft",0.1,0,0,0.01,0.11,68,4,"5.3",4,"Ubisoft Shanghai","E",5263
"10159","The Settlers","DS","2007","Action","Ubisoft",0.1,0,0,0.01,0.11,39,6,"5.6",7,"Blue Byte","E",5264
"10160","Stronghold","PC","2001","Strategy","Gathering of Developers",0,0.09,0,0.02,0.11,81,19,"8.9",224,"FireFly Studios","T",5265
"10163","Ridge Racer Unbounded","X360","2012","Racing","Namco Bandai Games",0.05,0.05,0,0.01,0.11,71,59,"7.7",56,"Bugbear","T",5266
"10165","Mortal Kombat: Deception","GC","2005","Fighting","Midway Games",0.09,0.02,0,0,0.11,77,14,"8.9",15,"Midway","M",5267
"10166","ESPN NHL Hockey","XB","2003","Sports","Sega",0.08,0.02,0,0,0.11,88,25,"8.4",24,"Kush Games","E",5268
"10169","John Daly's ProStroke Golf","PS3","2010","Sports","O-Games",0.09,0.01,0,0.01,0.11,58,23,"4.1",8,"Gusto Games","E",5269
"10170","XXX","GBA","2002","Action","Activision",0.08,0.03,0,0,0.11,50,13,"5",4,"Digital Eclipse","E",5270
"10173","Truth or Lies","X360","2010","Misc","THQ",0.07,0.03,0,0.01,0.11,28,6,"5.2",6,"THQ","T",5271
"10174","Worms Forts: Under Siege","PS2","2004","Strategy","Acclaim Entertainment",0.05,0.04,0,0.01,0.11,63,21,"8",15,"Team 17","T",5272
"10177","Project: Snowblind","XB","2005","Action","Eidos Interactive",0.08,0.02,0,0,0.11,79,44,"7",10,"Crystal Dynamics","T",5273
"10178","Astro Boy: The Video Game","PS2","2009","Action","D3Publisher",0.05,0.04,0,0.01,0.11,56,4,"5",4,"High Voltage Software","E10+",5274
"10179","Gabrielle's Ghostly Groove 3D","3DS","2011","Adventure","Funbox Media",0.08,0.02,0,0.01,0.11,62,9,"7.4",9,"Santa Entertainment","E",5275
"10182","Cake Mania","DS","2007","Puzzle","Majesco Entertainment",0.09,0.01,0,0.01,0.11,55,23,"6.1",7,"Digital Embryo","E",5276
"10183","Disney's Extreme Skate Adventure","XB","2003","Sports","Activision",0.08,0.02,0,0,0.11,76,15,"8.3",7,"Toys for Bob","E",5277
"10189","Odama","GC","2006","Misc","Nintendo",0.07,0.02,0.02,0,0.11,62,42,"8",17,"Vivarium","E10+",5278
"10191","Karaoke Revolution Presents American Idol Encore","X360","2008","Misc","Konami Digital Entertainment",0.1,0,0,0.01,0.11,70,7,"7",6,"Blitz Games","E",5279
"10193","Naval Ops: Warship Gunner","PS2","2003","Simulation","Tecmo Koei",0.05,0.04,0,0.01,0.11,67,17,"8.9",23,"Micro Cabin","T",5280
"10198","Bionicle Heroes","GC","2006","Shooter","Eidos Interactive",0.08,0.02,0,0,0.11,51,4,"5.2",5,"Traveller's Tales","E10+",5281
"10199","The King of Fighters 2000/2001","PS2","2003","Fighting","Ignition Entertainment",0.05,0.04,0,0.01,0.11,71,31,"8.6",17,"SNK Playmore","T",5282
"10200","Valkyrie Drive: Bhikkhuni","PSV","2015","Action","PQube",0,0.03,0.07,0.01,0.11,72,7,"8.5",11,"Marvelous Inc.","M",5283
"10215","Bodycount","PS3","2011","Shooter","Codemasters",0.05,0.05,0,0.02,0.11,50,40,"3.5",28,"Guildford Studio","M",5284
"10217","Ninja Assault","PS2","2002","Shooter","Namco Bandai Games",0.05,0.04,0,0.01,0.11,60,17,"5.3",4,"Namco","T",5285
"10218","Samurai Warriors 4","PSV","2014","Action","Tecmo Koei",0,0,0.11,0,0.11,76,5,"8.6",18,"Omega Force","T",5286
"10230","Alias","PS2","2004","Action","Acclaim Entertainment",0.05,0.04,0,0.01,0.11,64,31,"8",10,"Acclaim Studios Cheltenham","T",5287
"10233","Calling","Wii","2009","Adventure","Konami Digital Entertainment",0.06,0.04,0,0.01,0.11,49,28,"6.7",16,"Hudson Entertainment","T",5288
"10235","Night at the Museum: Battle of the Smithsonian","X360","2009","Action","Majesco Entertainment",0.07,0.03,0,0.01,0.11,50,15,"7.1",8,"Majesco Games, Majesco","E10+",5289
"10237","Spyborgs","Wii","2009","Action","Capcom",0.09,0.01,0,0.01,0.11,66,30,"6.3",6,"Bionic Games","T",5290
"10241","NHL Rivals 2004","XB","2003","Sports","Microsoft Game Studios",0.08,0.02,0,0,0.11,65,39,"8.8",20,"Microsoft Game Studios","E",5291
"10242","Bodycount","X360","2011","Shooter","Codemasters",0.07,0.03,0,0.01,0.11,53,61,"4.7",73,"Guildford Studio","M",5292
"10246","Machinarium","PC","2009","Adventure","Daedalic",0,0.09,0,0.02,0.11,85,47,"8.8",526,"Amanita Design","",5293
"10247","Avatar: The Last Airbender","PSP","2006","Adventure","THQ",0.1,0,0,0.01,0.11,57,9,"6.3",10,"TOSE","E10+",5294
"10248","Death Jr.: Root of Evil","Wii","2008","Platform","Eidos Interactive",0.1,0,0,0.01,0.11,71,14,"8.1",14,"Backbone Entertainment","T",5295
"10251","Michael Phelps: Push the Limit","X360","2011","Sports","505 Games",0.09,0.01,0,0.01,0.11,48,10,"3.5",6,"Blitz Games","E",5296
"10253","Lost in Blue","DS","2005","Adventure","Konami Digital Entertainment",0.07,0.02,0.02,0.01,0.11,69,33,"7.8",21,"Konami Computer Entertainment Hawaii","E10+",5297
"10256","Batman: Return to Arkham","XOne","2016","Action","Warner Bros. Interactive Entertainment",0.05,0.05,0,0.01,0.11,77,6,"8.2",43,"Rocksteady Studios, Virtuos","T",5298
"10263","Constantine","PS2","2005","Action","SCi",0.05,0.04,0,0.01,0.11,58,29,"7.4",24,"Bits Studios","M",5299
"10264","Charlie and the Chocolate Factory","XB","2005","Adventure","Global Star",0.08,0.02,0,0,0.11,39,20,"0.5",8,"High Voltage Software, Backbone Entertainment","E",5300
"10265","Dynasty Tactics 2","PS2","2003","Strategy","Tecmo Koei",0.05,0.04,0,0.01,0.11,78,18,"9.1",13,"Koei","T",5301
"10266","Real World Golf","PS2","2005","Sports","Valcon Games",0.05,0.04,0,0.01,0.11,73,11,"6.3",4,"Aqua Pacific, In2Games","E",5302
"10268","Ty the Tasmanian Tiger 2: Bush Rescue","XB","2004","Platform","Electronic Arts",0.08,0.02,0,0,0.11,69,29,"8.8",4,"Krome Studios","E",5303
"10271","Blazblue: Continuum Shift Extend","PSV","2011","Fighting","PQube",0.03,0.05,0.02,0.02,0.11,83,28,"7.5",97,"Arc System Works","T",5304
"10273","Mushroom Men: Rise of the Fungi","DS","2008","Action","SouthPeak Games",0.1,0,0,0.01,0.11,45,16,"7.3",4,"Red Fly Studio","E",5305
"10274","The Polar Express","GC","2004","Adventure","THQ",0.08,0.02,0,0,0.11,40,7,"4.7",9,"Blue Tongue Entertainment","E",5306
"10275","BMX XXX","XB","2002","Sports","Acclaim Entertainment",0.08,0.02,0,0,0.11,58,26,"7.8",9,"Z-Axis, Ltd.","M",5307
"10279","Frogger: Helmet Chaos","PSP","2005","Platform","Konami Digital Entertainment",0.1,0,0,0.01,0.11,66,18,"6.4",5,"Konami Computer Entertainment Hawaii","E",5308
"10281","Pimp My Ride","X360","2006","Racing","Activision",0.1,0,0,0.01,0.11,38,14,"3.8",29,"Eutechnyx","T",5309
"10291","RIGS: Mechanized Combat League","PS4","2016","Action","Sony Computer Entertainment",0.03,0.05,0.01,0.02,0.11,79,42,"7.9",76,"Guerilla Cambridge","T",5310
"10294","Hellboy: The Science of Evil","X360","2008","Action","Konami Digital Entertainment",0.1,0,0,0.01,0.11,44,31,"5.7",9,"Krome Studios","T",5311
"10299","NBA Live 16","XOne","2015","Sports","Electronic Arts",0.09,0.01,0,0.01,0.11,60,17,"5.6",62,"EA Sports","E",5312
"10302","Sonic Generations","PC","2011","Platform","Sega",0.02,0.07,0,0.02,0.11,77,11,"8.3",337,"Sega","E",5313
"10307","Astro Boy: The Video Game","Wii","2009","Action","D3Publisher",0.1,0,0,0.01,0.11,48,17,"3.5",4,"High Voltage Software","E10+",5314
"10317","[Prototype 2]","PC","2012","Action","Activision",0.07,0.03,0,0.01,0.11,76,12,"6.4",389,"Radical Entertainment","M",5315
"10318","Zombie Army Trilogy","XOne","2015","Shooter","Rebellion Developments",0.05,0.05,0,0.01,0.11,62,10,"7.2",40,"Rebellion","",5316
"10321","Cabela's North American Adventures","X360","2010","Sports","Activision",0.1,0,0,0.01,0.11,51,5,"9",4,"FUN Labs","T",5317
"10322","Rengoku: The Tower of Purgatory","PSP","2005","Action","Konami Digital Entertainment",0.1,0,0,0.01,0.11,43,30,"5.6",22,"Neverland","M",5318
"10326","Bust-A-Move DS","DS","2005","Puzzle","505 Games",0.08,0.02,0,0.01,0.11,75,14,"7",6,"Happy Happening","E",5319
"10328","God Eater 2: Rage Burst","PS4","2015","Role-Playing","Namco Bandai Games",0,0.01,0.09,0,0.11,69,35,"8",79,"Shift","T",5320
"10333","BlazBlue: Continuum Shift II","3DS","2011","Fighting","PQube",0.05,0.01,0.04,0.01,0.11,64,14,"6.1",19,"Arc System Works","T",5321
"10335","Mega Man Zero 4","GBA","2005","Platform","Capcom",0.08,0.03,0,0,0.11,77,17,"9.1",21,"Inti","E",5322
"10336","NASCAR '14","PS3","2014","Racing","Deep Silver",0.09,0,0,0.02,0.11,67,7,"4.6",20,"Eutechnyx","E",5323
"10337","Where the Wild Things Are","PS3","2009","Platform","Warner Bros. Interactive Entertainment",0.09,0.01,0,0.01,0.11,53,8,"4.8",4,"Griptonite Games","E10+",5324
"10339","DJ Max Fever","PSP","2009","Misc","PM Studios",0.09,0,0,0.01,0.11,77,5,"6.5",13,"Pentavision Entertainment","T",5325
"10341","Shrek: Forever After","X360","2010","Platform","Activision",0.1,0,0,0.01,0.11,62,22,"6.2",9,"Xpec","E10+",5326
"10344","Dawn of Discovery","DS","2009","Simulation","Ubisoft",0.07,0.03,0,0.01,0.11,82,11,"7.3",7,"Keen Games","E",5327
"10345","Pro Evolution Soccer 2016","XOne","2015","Sports","Konami Digital Entertainment",0.04,0.06,0,0.01,0.11,85,14,"6.2",144,"Konami","E",5328
"10347","Tiger Woods PGA Tour 06","GC","2005","Sports","Electronic Arts",0.08,0.02,0,0,0.11,82,19,"4.8",4,"EA Sports","E",5329
"10351","ArmA III","PC","2013","Shooter","Bohemia Interactive",0,0.1,0,0.01,0.11,74,38,"7.4",866,"Bohemia Interactive","M",5330
"10356","FIFA World Cup Germany 2006","PSP","2006","Sports","Electronic Arts",0.1,0,0,0.01,0.11,72,15,"7.3",8,"EA Canada","E",5331
"10358","Reign of Fire","GC","2002","Shooter","BAM! Entertainment",0.08,0.02,0,0,0.11,54,9,"5.9",7,"Kuju Entertainment","T",5332
"10360","MLB 14: The Show","PSV","2014","Sports","Sony Computer Entertainment America",0.08,0,0,0.03,0.11,68,6,"7",25,"SCEA San Diego Studios","E",5333
"10361","Rogue Warrior","X360","2009","Shooter","Bethesda Softworks",0.09,0.01,0,0.01,0.11,28,33,"2.8",64,"Rebellion","M",5334
"10367","Mace Griffin: Bounty Hunter","XB","2003","Shooter","Electronic Arts",0.08,0.02,0,0,0.11,64,27,"8.2",11,"Warthog","M",5335
"10370","Martian Gothic: Unification","PS","2001","Adventure","Take-Two Interactive",0.06,0.04,0,0.01,0.11,64,4,"6.1",16,"Coyote Developments","M",5336
"10372","Fight Club","XB","2004","Fighting","Vivendi Games",0.08,0.02,0,0,0.11,37,29,"4.7",13,"Genuine Games","M",5337
"10375","Tom Clancy's Splinter Cell: Conviction","PC","2010","Action","Ubisoft",0,0.08,0,0.02,0.11,83,20,"5.2",672,"Ubisoft Montreal","M",5338
"10386","FlatOut: Ultimate Carnage","X360","2007","Racing","Empire Interactive",0.07,0.02,0,0.01,0.11,80,44,"8.8",66,"Bugbear","T",5339
"10388","Digimon Digital Card Battle","PS","1999","Strategy","Namco Bandai Games",0.06,0.04,0,0.01,0.11,51,5,"9",44,"Bandai","T",5340
"10390","Dragon Ball Z: Battle of Z","PSV","2014","Fighting","Namco Bandai Games",0,0.04,0.06,0.01,0.11,66,7,"7.5",54,"Artdink","T",5341
"10392","Aquapazza: Aquaplus Dream Match","PS3","2012","Fighting","Aqua Plus",0.05,0,0.05,0.01,0.11,75,13,"7.8",20,"Examu","T",5342
"10394","Stronghold Kingdoms","PC","2011","Strategy","DTP Entertainment",0,0.1,0,0.01,0.11,75,4,"4.9",89,"FireFly Studios","",5343
"10396","Lucha Libre AAA: Heroes del Ring","PS3","2010","Fighting","Konami Digital Entertainment",0.1,0,0,0.01,0.11,54,6,"7.1",10,"Immersion Software & Graphics","T",5344
"10397","Dead to Rights II","XB","2005","Shooter","Electronic Arts",0.08,0.02,0,0,0.11,54,35,"7.4",5,"Namco","M",5345
"10401","Pac-Man and the Ghostly Adventures 2","X360","2014","Adventure","Namco Bandai Games",0.05,0.04,0,0.01,0.11,60,7,"6.5",10,"Vicious Cycle","E10+",5346
"10402","Trauma Center: Under the Knife 2","DS","2008","Simulation","Atlus",0.1,0,0,0.01,0.11,79,29,"8.5",11,"Vanguard","T",5347
"10410","SimCity 2000","GBA","2003","Simulation","Zoo Digital Publishing",0.08,0.03,0,0,0.11,62,9,"7.8",11,"Full-Fat","E",5348
"10414","X-Men: The Official Game","DS","2006","Action","Activision",0.1,0,0,0.01,0.1,50,17,"7.8",6,"Amaze Entertainment","E10+",5349
"10415","Sakura Wars: So Long, My Love","Wii","2010","Role-Playing","Ackkstudios",0.05,0.04,0,0.01,0.1,75,30,"7.3",31,"Idea Factory","T",5350
"10417","Mind Zero","PSV","2013","Role-Playing","GungHo",0.05,0,0.04,0.02,0.1,59,13,"6",72,"Zerodiv","T",5351
"10418","Rocky Balboa","PSP","2007","Sports","Ubisoft",0.01,0.09,0,0.01,0.1,58,17,"6.6",11,"Ubisoft","T",5352
"10423","Gravity Games Bike: Street Vert Dirt","PS2","2002","Sports","Midway Games",0.05,0.04,0,0.01,0.1,24,12,"4.1",27,"Midway","T",5353
"10424","Top Spin","PS2","2005","Sports","Take-Two Interactive",0.05,0.04,0,0.01,0.1,67,28,"7.8",12,"Pam Development","E",5354
"10426","Family Feud: 2012 Edition","X360","2011","Misc","Ubisoft",0.1,0,0,0.01,0.1,47,4,"5.3",6,"Ubisoft","E10+",5355
"10429","UFC: Tapout 2","XB","2003","Fighting","Capcom",0.08,0.02,0,0,0.1,66,14,"7.3",4,"DreamFactory","T",5356
"10431","The Book of Unwritten Tales","PC","2009","Adventure","HMH Interactive",0,0.08,0,0.02,0.1,82,32,"8.2",144,"KING Art","T",5357
"10435","The Godfather: Mob Wars","PSP","2006","Action","Electronic Arts",0.09,0,0,0.01,0.1,59,34,"7.9",16,"Page 44 Studios","M",5358
"10440","Vexx","XB","2003","Platform","Acclaim Entertainment",0.08,0.02,0,0,0.1,70,21,"8.5",10,"Acclaim","T",5359
"10441","F1 Career Challenge","PS2","2003","Racing","Electronic Arts",0.05,0.04,0,0.01,0.1,70,15,"7.7",15,"Electronic Arts","E",5360
"10442","Pariah","XB","2005","Action","Hip Interactive",0.08,0.02,0,0,0.1,70,52,"7.4",19,"Digital Extremes","M",5361
"10445","Metal Slug 3","XB","2004","Shooter","Ignition Entertainment",0.08,0.02,0,0,0.1,76,56,"5.1",15,"SNK","T",5362
"10448","Sacred 3","PS3","2014","Role-Playing","Deep Silver",0.03,0.04,0.03,0.01,0.1,56,13,"3.4",46,"Deep Silver, Keen Games","M",5363
"10451","Winning Eleven: Pro Evolution Soccer 2007","X360","2006","Sports","Konami Digital Entertainment",0.09,0,0,0.01,0.1,79,22,"6.5",33,"KCET","E",5364
"10452","Banjo-Pilot","GBA","2005","Racing","THQ",0.07,0.03,0,0,0.1,68,22,"5.9",9,"Rare Ltd.","E",5365
"10453","Gallop Racer 2006","PS2","2005","Sports","Tecmo Koei",0.02,0.02,0.06,0.01,0.1,69,15,"8.3",8,"Tecmo","E",5366
"10454","Wasteland 2","PC","2015","Role-Playing","inXile Entertainment",0.03,0.06,0,0.01,0.1,81,65,"7.3",1170,"InXile Entertainment","M",5367
"10455","The First Templar","X360","2011","Action","Kalypso Media",0.06,0.04,0,0.01,0.1,52,21,"6.3",26,"Haemimont","T",5368
"10456","Patapon 2","PSP","2008","Misc","Sony Computer Entertainment",0,0.03,0.06,0.01,0.1,81,49,"8.3",62,"SCE Japan Studio","E",5369
"10458","Frogger: Ancient Shadow","PS2","2005","Platform","Konami Digital Entertainment",0.05,0.04,0,0.01,0.1,54,17,"4",5,"Hudson Soft","E",5370
"10459","Princess Debut","DS","2008","Misc","Cave",0.1,0,0,0.01,0.1,71,6,"7.4",7,"Cave","E",5371
"10460","Pro Evolution Soccer 2014","PC","2013","Action","Konami Digital Entertainment",0,0.1,0,0.01,0.1,74,9,"4.4",239,"Konami","E",5372
"10462","Metal Arms: Glitch in the System","GC","2003","Shooter","Vivendi Games",0.08,0.02,0,0,0.1,83,30,"9.3",19,"Swingin' Ape","T",5373
"10465","Tom Clancy's Splinter Cell: Chaos Theory","GC","2005","Action","Ubisoft",0.08,0.02,0,0,0.1,81,28,"8.5",15,"Ubisoft Montreal","M",5374
"10466","Escape From Monkey Island","PS2","2001","Adventure","LucasArts",0.05,0.04,0,0.01,0.1,84,21,"8.2",11,"LucasArts","T",5375
"10468","The Lord of the Rings: Conquest","DS","2009","Action","Electronic Arts",0.09,0.01,0,0.01,0.1,61,9,"7.8",6,"Artificial Mind and Movement","E10+",5376
"10478","Gretzky NHL","PSP","2005","Sports","Sony Computer Entertainment",0.1,0,0,0.01,0.1,61,23,"7.4",10,"Page 44 Studios","E",5377
"10481","Dropship: United Peace Force","PS2","2002","Simulation","Sony Computer Entertainment",0.05,0.04,0,0.01,0.1,78,17,"8.6",10,"SCEE","T",5378
"10482","Road Rash: Jailbreak","GBA","2003","Racing","Zoo Digital Publishing",0.07,0.03,0,0,0.1,78,15,"9.3",23,"Magic Pockets","T",5379
"10483","Syberia","XB","2003","Action","Microids",0.08,0.02,0,0,0.1,72,17,"7",5,"Microids","T",5380
"10484","Thrillville: Off the Rails","PSP","2007","Strategy","LucasArts",0.09,0,0,0.01,0.1,72,7,"0.6",24,"Frontier Developments","E10+",5381
"10485","Cloudy With a Chance of Meatballs","PS3","2009","Platform","Ubisoft",0.09,0.01,0,0.01,0.1,66,9,"6",5,"Ubisoft Shanghai","E",5382
"10486","G1 Jockey 3","PS2","2002","Sports","THQ",0.02,0.01,0.07,0,0.1,71,12,"9",10,"Koei/Inis","E",5383
"10489","Exit DS","DS","2008","Puzzle","Square Enix",0.09,0,0.01,0.01,0.1,64,25,"6.7",6,"Moss","E",5384
"10492","Riviera: The Promised Land","GBA","2004","Role-Playing","Sting",0.07,0.03,0,0,0.1,76,26,"9.2",21,"Sting","T",5385
"10493","Blades of Time","X360","2012","Action","Konami Digital Entertainment",0.07,0.02,0,0.01,0.1,52,23,"6.5",30,"Gaijin Entertainment","M",5386
"10494","Yggdra Union: We'll Never Fight Alone","PSP","2008","Role-Playing","Sting",0.05,0,0.04,0.01,0.1,73,17,"7.9",18,"Sting","T",5387
"10499","Bujingai: The Forsaken City","PS2","2003","Fighting","505 Games",0.05,0.04,0,0.01,0.1,72,28,"7.5",14,"Taito Corporation","T",5388
"10501","Universe at War: Earth Assault","X360","2008","Action","Sega",0.09,0.01,0,0.01,0.1,66,44,"8.3",57,"Petroglyph","T",5389
"10505","Death By Degrees","PS2","2005","Action","Sony Computer Entertainment",0.05,0.04,0,0.01,0.1,51,45,"6.2",24,"Namco","M",5390
"10510","Rome: Total War","PC","2004","Strategy","Activision",0,0.09,0,0.02,0.1,92,58,"9.1",1050,"Creative Assembly","T",5391
"10512","Doom 3","PC","2004","Shooter","Activision",0.05,0.04,0,0.01,0.1,87,83,"7.6",896,"id Software","M",5392
"10517","Ride","XOne","2015","Racing","Milestone S.r.l.",0.04,0.05,0,0.01,0.1,54,9,"5.3",17,"Milestone S.r.l","E",5393
"10519","NASCAR The Game: Inside Line","X360","2012","Racing","Activision",0.09,0,0,0.01,0.1,72,7,"3.4",27,"Eutechnyx","E",5394
"10521","JU-ON: The Grudge","Wii","2009","Action","Rising Star Games",0.07,0.01,0.01,0.01,0.1,39,32,"5.6",34,"FeelPlus","M",5395
